id,Rings
90615,9.465562551577788
90616,9.873428844033494
90617,10.21147453171334
90618,10.326531073252422
90619,7.599662218288932
90620,9.414487764310143
90621,11.166395106509945
90622,6.376339964486821
90623,7.978871460581956
90624,11.153758374834503
90625,12.311488435319418
90626,6.102599709396006
90627,10.813905185789695
90628,13.69627791702643
90629,7.624966020352366
90630,7.5656791682181925
90631,12.716050759959764
90632,5.50860520699155
90633,9.876990765657812
90634,10.024360642844336
90635,6.194778580894219
90636,7.448746774327429
90637,9.294595371878769
90638,8.653849912017417
90639,9.766615215174914
90640,10.754527914400475
90641,8.246195713126474
90642,9.969916675304752
90643,5.941472041223491
90644,10.53211060111848
90645,10.234391046970725
90646,9.264912507491994
90647,11.793545983014432
90648,12.645223139144889
90649,14.075296287489355
90650,10.083629917797513
90651,9.010014259401174
90652,8.693939634643588
90653,11.2120319345361
90654,6.233591581912126
90655,8.069859405984602
90656,10.911407786093783
90657,8.180388263603646
90658,6.752105793794902
90659,9.028689454363448
90660,7.200072700636867
90661,8.245602348028402
90662,7.0742067155164685
90663,9.47237695829511
90664,7.68170629613853
90665,13.926141265033312
90666,8.949155038274869
90667,5.559046308252978
90668,10.011738265288507
90669,9.60287383986579
90670,9.402217423839376
90671,10.790731763356275
90672,8.88507044785896
90673,12.508461843892192
90674,7.483576858366962
90675,5.35951051054042
90676,11.735060558582822
90677,11.465828759757722
90678,4.678426773123872
90679,9.70905277323204
90680,9.520138705349313
90681,9.702632453989782
90682,14.418085640211256
90683,10.837649711384095
90684,11.641424200607291
90685,10.785604208640528
90686,7.423292839651199
90687,10.331846237002063
90688,9.051818672733035
90689,10.563325161815627
90690,18.533551165876055
90691,8.074792630755763
90692,10.837213437442442
90693,12.364892743643615
90694,9.201648729166035
90695,8.71742637172871
90696,10.001514074433434
90697,7.349713821975165
90698,9.453807047469786
90699,5.290730825754407
90700,10.724673272848204
90701,10.529793936880036
90702,10.244839069057134
90703,12.843778859959228
90704,4.977754776184057
90705,10.827639942223879
90706,11.970162781310936
90707,6.188883980025263
90708,8.66582226837218
90709,9.344744871463552
90710,9.520866213913218
90711,9.431809320517036
90712,8.98827132007254
90713,16.05144251528993
90714,7.19420270992036
90715,8.44073659188302
90716,7.008791344267925
90717,9.625515696849469
90718,4.360261097545434
90719,5.666738490505069
90720,10.917750845100535
90721,9.235172618623999
90722,9.530270731918987
90723,7.929113113406748
90724,9.81221931868271
90725,6.749538548719697
90726,7.614401806973966
90727,8.771087961146188
90728,10.29890783246159
90729,10.126898759290139
90730,10.532115641313425
90731,5.656697261377018
90732,8.007542367216429
90733,10.748774217664861
90734,8.629780039850584
90735,7.853650727579353
90736,7.573852518907238
90737,5.579212623137069
90738,6.973497278519249
90739,15.310997715919767
90740,10.434436103782728
90741,5.395677264513053
90742,9.071361426066654
90743,12.18022903087855
90744,7.2457702389164105
90745,9.253046621266677
90746,8.098310711792674
90747,4.4307357700977725
90748,17.309159960759512
90749,9.636756917063119
90750,4.133570290537783
90751,7.041151773678591
90752,8.444760507782537
90753,8.43785111296956
90754,9.022875440906308
90755,8.611117031483058
90756,8.866811897305535
90757,11.700914568416081
90758,8.854498642128052
90759,7.398738404014671
90760,7.8540394843304835
90761,9.620288241176036
90762,9.243501009643886
90763,9.106516552265518
90764,12.967916953325739
90765,10.925741159118846
90766,7.444774441359859
90767,13.673096339286454
90768,12.566305900482071
90769,6.115727221278452
90770,10.606940560561357
90771,10.316997699786564
90772,5.955700714544593
90773,7.982774867855271
90774,7.651891572042347
90775,9.801784420191634
90776,7.3774543030840345
90777,12.262643501406705
90778,10.757963347214085
90779,10.292291757818163
90780,10.375452803131854
90781,11.10406625731715
90782,7.853508390532561
90783,12.810005351477386
90784,6.738384361961189
90785,8.217720385340193
90786,6.050766342165399
90787,8.737680006860764
90788,4.165600007680512
90789,11.740506829434976
90790,8.586388485192659
90791,6.851211639393479
90792,6.8326493752828625
90793,6.466099335703606
90794,5.655785410399463
90795,11.63789499954483
90796,10.809584315851398
90797,10.163531273665058
90798,11.619137366365205
90799,8.272244116530443
90800,15.52380441510501
90801,10.311879571608834
90802,6.927910966058709
90803,11.057532702633424
90804,16.192381415034873
90805,11.112122540530192
90806,8.956188335664853
90807,10.754295276064203
90808,9.622172024214207
90809,12.76613338988484
90810,9.243123517389497
90811,9.351293907266477
90812,6.3081412085665
90813,10.224251673058408
90814,7.395733099195731
90815,7.9770148737993
90816,5.470641453594253
90817,10.093711744911822
90818,8.991313192215397
90819,7.105730604167994
90820,6.9454400070647555
90821,9.674653468238537
90822,7.13852266678328
90823,5.875936026512546
90824,12.487047829891784
90825,8.022969939836253
90826,5.548554056380211
90827,4.062350365107287
90828,10.850918752418515
90829,11.52419544783092
90830,9.37123116765732
90831,8.334294167080415
90832,9.32191466848524
90833,11.837515731533642
90834,9.687049712130278
90835,9.668084941856362
90836,8.822838618484022
90837,5.320521227228508
90838,11.38604608202167
90839,8.682276058386234
90840,9.372361691789862
90841,11.262749187129126
90842,13.098875038196539
90843,10.724358688246276
90844,13.471764222746632
90845,10.873314204842757
90846,12.425589391759608
90847,7.04720758010413
90848,9.353387416826415
90849,9.652654989632843
90850,8.894637322310242
90851,14.245025244549922
90852,6.399084239763779
90853,11.298893696661017
90854,12.13149057810151
90855,7.063210645352873
90856,9.279578468148813
90857,11.004690108441919
90858,12.016112068541812
90859,10.51328246634742
90860,13.310024104650214
90861,9.5747916575941
90862,11.292988215372862
90863,8.719422612585216
90864,8.79861944699364
90865,15.363837780970613
90866,15.605408290654076
90867,11.785040956853003
90868,12.19634520985693
90869,7.996227907104395
90870,12.562939653979072
90871,11.686128779457164
90872,15.43412497673338
90873,7.7769756888701655
90874,14.610708738363044
90875,8.392074891065292
90876,10.518653579813549
90877,9.238137566087754
90878,7.865200530951926
90879,9.016299298370201
90880,8.089769683594403
90881,12.371822140372853
90882,10.533886698051946
90883,11.377155585632117
90884,12.526991020222999
90885,10.411660714891894
90886,13.137432512457307
90887,5.452109903056111
90888,9.391922802616218
90889,12.755704083175075
90890,10.867873790765016
90891,11.171073041547732
90892,11.184853251818048
90893,4.327782568095685
90894,11.587910904031888
90895,11.834729578302404
90896,6.621129728468306
90897,5.651434752182216
90898,5.834373875098656
90899,13.799775809578323
90900,11.690668924608822
90901,11.619282241907714
90902,8.625820815376343
90903,6.764041572079143
90904,7.0945868203383
90905,7.886136273686665
90906,7.509416626534492
90907,10.519663040943348
90908,4.377809520119596
90909,13.959218716173282
90910,9.595730818099131
90911,8.287375990202847
90912,18.121591228955516
90913,9.218415845310698
90914,9.240731998571912
90915,6.799856462632049
90916,9.122943184763987
90917,12.74889903956937
90918,7.623152284837224
90919,8.582612234278917
90920,11.752596028831626
90921,6.866958698684284
90922,7.586147526227469
90923,9.721894944227202
90924,10.287131052722328
90925,10.850705924144597
90926,10.484145680773075
90927,10.7369969096878
90928,13.861823328700105
90929,12.38382874376218
90930,10.557740098344622
90931,11.34277305735199
90932,13.71062038279235
90933,10.850342550611883
90934,14.278130995978616
90935,8.538737011455247
90936,10.146666710631047
90937,11.535838903907411
90938,9.412377093452635
90939,9.354647765863671
90940,7.956546592882603
90941,7.5728439007860615
90942,5.342258137068398
90943,13.049903638248166
90944,7.185330826113689
90945,9.473623899669969
90946,9.131052923365544
90947,10.439713560559529
90948,10.93478120054739
90949,12.910060475898685
90950,11.291321597886862
90951,9.559213703820133
90952,8.158703919340875
90953,7.203602985479215
90954,11.044474387344485
90955,8.416092313699224
